0.246909285	0.246909285	0.246909285	0.246909285	0.246909285	0.246909285	0.246909285	0.246909285	0.246909285	0.246909285	0.246909285	0.246909285	0.246909285	0.246909285	0.246909285	0.246909285	0.246909285	0.246909285	0.246909285	0.246909285	0.246909285	0.246909285	0.246909285	0.246909285	0.246909285	0.246909285	0.246909285	0.246909285	0.246909285	0.246909285	0.246909285	0.246909285	0.246909285	0.246909285	0.246909285	0.246909285	0.246909285	0.246909285
0.330755905	0.329446064	0.329446064	0.32881227	0.328178476	0.327544682	0.327544682	0.326868636	0.326868636	0.324967254	0.324967254	0.324967254	0.324967254	0.324967254	0.323657413	0.323657413	0.323023619	0.323023619	0.321713779	0.321079985	0.320446191	0.320446191	0.320446191	0.320446191	0.320446191	0.320446191	0.320446191	0.320446191	0.320446191	0.320446191	0.320446191	0.320446191	0.320446191	0.320446191	0.320446191	0.320446191	0.320446191	0.320446191
0.441841871	0.441287638	0.441287638	0.440869692	0.440588032	0.440179172	0.440033799	0.439897512	0.439624939	0.439479566	0.439206992	0.438789046	0.438652759	0.4383711	0.438098526	0.438098526	0.437962239	0.437408006	0.437126347	0.437126347	0.437126347	0.436708401	0.436290454	0.436017881	0.436017881	0.435881594	0.435736221	0.435463648	0.435327361	0.434773128	0.434773128	0.434773128	0.434491468	0.434218895	0.433937235	0.433519289	0.433519289	0.433519289
0.541482051	0.541482051	0.541482051	0.541482051	0.541482051	0.541482051	0.541039553	0.540599947	0.538835738	0.538835738	0.537068636	0.53662903	0.534861929	0.533537326	0.532215615	0.531333511	0.530448514	0.528684305	0.528684305	0.528684305	0.528684305	0.528684305	0.528684305	0.528684305	0.528684305	0.528684305	0.528684305	0.528684305	0.528684305	0.528684305	0.528684305	0.528684305	0.528684305	0.528684305	0.528684305	0.528684305	0.528684305	0.528684305
0.686309843	0.686129402	0.686129402	0.685576051	0.68539561	0.684842259	0.684661818	0.684661818	0.684469348	0.684108467	0.683735556	0.683735556	0.683374674	0.683182204	0.683001764	0.682640882	0.682448412	0.682448412	0.68171462	0.681534179	0.681353738	0.681353738	0.681173298	0.680619946	0.680066595	0.680066595	0.679705713	0.679705713	0.679513243	0.678971921	0.678779451	0.67859901	0.67859901	0.678226099	0.677865218	0.677865218	0.677492307	0.677311867
0.173989647	0.173989647	0.173989647	0.173989647	0.173989647	0.173989647	0.173989647	0.173989647	0.173989647	0.173989647	0.173989647	0.173989647	0.173989647	0.173989647	0.173989647	0.173989647	0.173989647	0.173989647	0.173989647	0.173989647	0.173989647	0.174444961	0.174444961	0.174444961	0.174444961	0.174444961	0.174444961	0.174444961	0.174444961	0.175048748	0.177008582	0.179275258	0.182907878	0.187282859	0.192875313	0.19951697	0.208128359	0.217947322
0.034621846	0.034621846	0.034621846	0.034621846	0.034621846	0.034252527	0.034252527	0.034252527	0.034252527	0.034252527	0.034252527	0.034252527	0.034252527	0.034252527	0.034252527	0.033885622	0.033885622	0.033885622	0.033885622	0.033885622	0.033885622	0.033885622	0.033885622	0.033885622	0.033885622	0.033885622	0.033516303	0.033516303	0.033516303	0.033516303	0.033516303	0.033516303	0.033516303	0.033516303	0.033516303	0.033516303	0.033516303	0.033516303
0.491766602	0.486277669	0.489572468	0.486277669	0.485184199	0.486277669	0.487378333	0.487378333	0.486277669	0.487378333	0.486277669	0.485184199	0.484083535	0.485184199	0.487378333	0.486277669	0.485184199	0.486277669	0.488471804	0.484083535	0.486277669	0.485184199	0.486277669	0.484083535	0.488471804	0.488471804	0.487378333	0.484083535	0.486277669	0.485184199	0.485184199	0.485184199	0.485184199	0.485184199	0.484083535	0.485184199	0.485184199	0.485184199
0.68135123	0.680788842	0.680788842	0.680788842	0.680788842	0.680226455	0.680226455	0.679626575	0.679064187	0.6785018	0.6785018	0.6785018	0.67790192	0.67790192	0.67790192	0.677339532	0.676777145	0.676214757	0.676214757	0.675614877	0.675614877	0.675614877	0.675614877	0.67505249	0.674490102	0.673927714	0.673327834	0.673327834	0.673327834	0.673327834	0.672765447	0.672765447	0.672765447	0.672203059	0.672203059	0.672203059	0.672203059	0.671640672
0.413665835	0.411970075	0.410274314	0.408423386	0.406893876	0.405541701	0.404023275	0.402327515	0.401318925	0.399623164	0.398270989	0.397428651	0.395899141	0.3947243	0.393870878	0.392352452	0.391676365	0.391000277	0.389648102	0.389138265	0.388295927	0.387453588	0.386600166	0.385757828	0.38508174	0.384062067	0.383729565	0.383219728	0.382543641	0.382033804	0.381357717	0.381191466	0.380515378	0.380515378	0.380349127	0.380005542	0.380005542	0.37967304
