0.445367677	0.445367677	0.445367677	0.445367677	0.444280573	0.443552665	0.442101607	0.441012125	0.439922642	0.438835538	0.437382102	0.435931044	0.434479986	0.433390503	0.431939446	0.430486009	0.429396527	0.427945469	0.425404928	0.424679399	0.422864388	0.421049376	0.419959894	0.418144882	0.417783307	0.415242767	0.414514859	0.41378933	0.411612744	0.410884836	0.409797732	0.408708249	0.408344296	0.406167709	0.406167709	0.40544218	0.403988744	0.403627169	0.402537686	0.402173732	0.401448203	0.401086628	0.399633192	0.397456605	0.397092651	0.396367122	0.396367122	0.39527764	0.394552111	0.393826582	0.393101053	0.392373145	0.39201157	0.391647617	0.390922088	0.38947103	0.388745501	0.388017593	0.388017593	0.387656018	0.386202582	0.385477053	0.384751524	0.383662042	0.383300466	0.382210984	0.382210984	0.380759926	0.380395972	0.379670443	0.378944915	0.378580961	0.378219386	0.377129903	0.376765949	0.37604042	0.374950938	0.374950938	0.374950938	0.373861455	0.373135926	0.372410397	0.372410397	0.371684868	0.370595386	0.370233811	0.369144328	0.368780374	0.368418799	0.367690891	0.367690891	0.367329316	0.366239834	0.365878259	0.365150351	0.364788776	0.364063247	0.364063247	0.362609811	0.362609811
0.393101053	0.392373145	0.39201157	0.391647617	0.390922088	0.38947103	0.388745501	0.388017593	0.388017593	0.387656018	0.386202582	0.385477053	0.384751524	0.383662042	0.383300466	0.382210984	0.382210984	0.380759926	0.380395972	0.379670443	0.378944915	0.378580961	0.378219386	0.377129903	0.376765949	0.37604042	0.374950938	0.374950938	0.374950938	0.373861455	0.373135926	0.372410397	0.372410397	0.371684868	0.370595386	0.370233811	0.369144328	0.368780374	0.368418799	0.367690891	0.367690891	0.367329316	0.366239834	0.365878259	0.365150351	0.364788776	0.364063247	0.364063247	0.362609811	0.362609811	0.362609811	0.361522707	0.360794799	0.36006927	0.36006927	0.359707695	0.358979787	0.358618212	0.35752873	0.35752873	0.35752873	0.356439247	0.356439247	0.356077672	0.355713718	0.354988189	0.354988189	0.354624236	0.35426266	0.35426266	0.353173178	0.352447649	0.352083695	0.35172212	0.350994212	0.350632637	0.350632637	0.350632637	0.350268684	0.349907109	0.349543155	0.348453672	0.348453672	0.348092097	0.348092097	0.347366568	0.34663866	0.346277085	0.346277085	0.345913132	0.345551557	0.345187603	0.344823649	0.344823649	0.344823649	0.344462074	0.343372591	0.343372591	0.343372591	0.342647062
0.362609811	0.361522707	0.360794799	0.36006927	0.36006927	0.359707695	0.358979787	0.358618212	0.35752873	0.35752873	0.35752873	0.356439247	0.356439247	0.356077672	0.355713718	0.354988189	0.354988189	0.354624236	0.35426266	0.35426266	0.353173178	0.352447649	0.352083695	0.35172212	0.350994212	0.350632637	0.350632637	0.350632637	0.350268684	0.349907109	0.349543155	0.348453672	0.348453672	0.348092097	0.348092097	0.347366568	0.34663866	0.346277085	0.346277085	0.345913132	0.345551557	0.345187603	0.344823649	0.344823649	0.344823649	0.344462074	0.343372591	0.343372591	0.343372591	0.342647062	0.342283108	0.342283108	0.342283108	0.342283108	0.341921533	0.34155758	0.341196005	0.340468097	0.340106522	0.340106522	0.339742568	0.339742568	0.339380993	0.339017039	0.339017039	0.339017039	0.33829151	0.33829151	0.337927557	0.337927557	0.337565981	0.337202028	0.337202028	0.336840453	0.336476499	0.336476499	0.33575097	0.33575097	0.335387016	0.335387016	0.335025441	0.334661487	0.334661487	0.334297533	0.333935958	0.333935958	0.333572005	0.333572005	0.333572005	0.33321043	0.33321043	0.33321043	0.332846476	0.332482522	0.332120947	0.331756993	0.331395418	0.331395418	0.331395418	0.330669889
0.342283108	0.342283108	0.342283108	0.342283108	0.341921533	0.34155758	0.341196005	0.340468097	0.340106522	0.340106522	0.339742568	0.339742568	0.339380993	0.339017039	0.339017039	0.339017039	0.33829151	0.33829151	0.337927557	0.337927557	0.337565981	0.337202028	0.337202028	0.336840453	0.336476499	0.336476499	0.33575097	0.33575097	0.335387016	0.335387016	0.335025441	0.334661487	0.334661487	0.334297533	0.333935958	0.333935958	0.333572005	0.333572005	0.333572005	0.33321043	0.33321043	0.33321043	0.332846476	0.332482522	0.332120947	0.331756993	0.331395418	0.331395418	0.331395418	0.330669889	0.330669889	0.330669889	0.329941981	0.329941981	0.329580406	0.329580406	0.329580406	0.329216453	0.328490924	0.32812697	0.32812697	0.32812697	0.32812697	0.327401441	0.327401441	0.327039866	0.326675912	0.326675912	0.326675912	0.326311958	0.325950383	0.325950383	0.325950383	0.32558643	0.325224854	0.325224854	0.324860901	0.324860901	0.324499326	0.324135372	0.323771418	0.323409843	0.323409843	0.323045889	0.323045889	0.322684314	0.32232036	0.321956406	0.321956406	0.321956406	0.321956406	0.321594831	0.321230878	0.320869303	0.320505349	0.320505349	0.320141395	0.320141395	0.320141395	0.31977982
0.330669889	0.330669889	0.329941981	0.329941981	0.329580406	0.329580406	0.329580406	0.329216453	0.328490924	0.32812697	0.32812697	0.32812697	0.32812697	0.327401441	0.327401441	0.327039866	0.326675912	0.326675912	0.326675912	0.326311958	0.325950383	0.325950383	0.325950383	0.32558643	0.325224854	0.325224854	0.324860901	0.324860901	0.324499326	0.324135372	0.323771418	0.323409843	0.323409843	0.323045889	0.323045889	0.322684314	0.32232036	0.321956406	0.321956406	0.321956406	0.321956406	0.321594831	0.321230878	0.320869303	0.320505349	0.320505349	0.320141395	0.320141395	0.320141395	0.31977982	0.319415866	0.319054291	0.318690337	0.318690337	0.318328762	0.318328762	0.318328762	0.317964808	0.317600854	0.317600854	0.317239279	0.317239279	0.317239279	0.316875326	0.316513751	0.316513751	0.316149797	0.316149797	0.315785843	0.315424268	0.315060314	0.315060314	0.315060314	0.315060314	0.314698739	0.314334785	0.314334785	0.314334785	0.313970831	0.313970831	0.313245302	0.313245302	0.312519774	0.312519774	0.312519774	0.312519774	0.312158199	0.312158199	0.311794245	0.311794245	0.311430291	0.311068716	0.311068716	0.311068716	0.310704762	0.310704762	0.310704762	0.310343187	0.310343187	0.309979233
0.319415866	0.319054291	0.318690337	0.318690337	0.318328762	0.318328762	0.318328762	0.317964808	0.317600854	0.317600854	0.317239279	0.317239279	0.317239279	0.316875326	0.316513751	0.316513751	0.316149797	0.316149797	0.315785843	0.315424268	0.315060314	0.315060314	0.315060314	0.315060314	0.314698739	0.314334785	0.314334785	0.314334785	0.313970831	0.313970831	0.313245302	0.313245302	0.312519774	0.312519774	0.312519774	0.312519774	0.312158199	0.312158199	0.311794245	0.311794245	0.311430291	0.311068716	0.311068716	0.311068716	0.310704762	0.310704762	0.310704762	0.310343187	0.310343187	0.309979233	0.309979233	0.309615279	0.309615279	0.309615279	0.308889751	0.308889751	0.308889751	0.308889751	0.308528175	0.308528175	0.308528175	0.308528175	0.307800268	0.307438693	0.307438693	0.307438693	0.306713164	0.306713164	0.30634921	0.30634921	0.30634921	0.30634921	0.30634921	0.30634921	0.305987635	0.305259727	0.305259727	0.305259727	0.305259727	0.305259727	0.304898152	0.304898152	0.304534199	0.304172624	0.304172624	0.304172624	0.30380867	0.30380867	0.303444716	0.303444716	0.303444716	0.302719187	0.302719187	0.302719187	0.302719187	0.302357612	0.302357612	0.301993658	0.301993658	0.301993658
0.309979233	0.309615279	0.309615279	0.309615279	0.308889751	0.308889751	0.308889751	0.308889751	0.308528175	0.308528175	0.308528175	0.308528175	0.307800268	0.307438693	0.307438693	0.307438693	0.306713164	0.306713164	0.30634921	0.30634921	0.30634921	0.30634921	0.30634921	0.30634921	0.305987635	0.305259727	0.305259727	0.305259727	0.305259727	0.305259727	0.304898152	0.304898152	0.304534199	0.304172624	0.304172624	0.304172624	0.30380867	0.30380867	0.303444716	0.303444716	0.303444716	0.302719187	0.302719187	0.302719187	0.302719187	0.302357612	0.302357612	0.301993658	0.301993658	0.301993658	0.301993658	0.301632083	0.301632083	0.301632083	0.301268129	0.300904175	0.3005426	0.3005426	0.300178647	0.299817072	0.299817072	0.299817072	0.299453118	0.299453118	0.299453118	0.299089164	0.299089164	0.298727589	0.298727589	0.298363635	0.298363635	0.29800206	0.29800206	0.297638106	0.297638106	0.297638106	0.297638106	0.297638106	0.297274152	0.296912577	0.296912577	0.296548624	0.296548624	0.296187048	0.296187048	0.295823095	0.295823095	0.29546152	0.29546152	0.295097566	0.295097566	0.294733612	0.294733612	0.294372037	0.294372037	0.294372037	0.294372037	0.294372037	0.294008083	0.294008083
0.301993658	0.301632083	0.301632083	0.301632083	0.301268129	0.300904175	0.3005426	0.3005426	0.300178647	0.299817072	0.299817072	0.299817072	0.299453118	0.299453118	0.299453118	0.299089164	0.299089164	0.298727589	0.298727589	0.298363635	0.298363635	0.29800206	0.29800206	0.297638106	0.297638106	0.297638106	0.297638106	0.297638106	0.297274152	0.296912577	0.296912577	0.296548624	0.296548624	0.296187048	0.296187048	0.295823095	0.295823095	0.29546152	0.29546152	0.295097566	0.295097566	0.294733612	0.294733612	0.294372037	0.294372037	0.294372037	0.294372037	0.294372037	0.294008083	0.294008083	0.294008083	0.294008083	0.293646508	0.293646508	0.293282554	0.293282554	0.293282554	0.2929186	0.2929186	0.292557025	0.292193072	0.292193072	0.291831497	0.291831497	0.291831497	0.291831497	0.291467543	0.291467543	0.291103589	0.291103589	0.290742014	0.290742014	0.290742014	0.29037806	0.29037806	0.29037806	0.29037806	0.290016485	0.290016485	0.290016485	0.290016485	0.289652531	0.289652531	0.289290956	0.288927002	0.288927002	0.288927002	0.288927002	0.288563048	0.288201473	0.288201473	0.288201473	0.28783752	0.28783752	0.287475945	0.287111991	0.287111991	0.286748037	0.286386462	0.286022508
0.294008083	0.294008083	0.293646508	0.293646508	0.293282554	0.293282554	0.293282554	0.2929186	0.2929186	0.292557025	0.292193072	0.292193072	0.291831497	0.291831497	0.291831497	0.291831497	0.291467543	0.291467543	0.291103589	0.291103589	0.290742014	0.290742014	0.290742014	0.29037806	0.29037806	0.29037806	0.29037806	0.290016485	0.290016485	0.290016485	0.290016485	0.289652531	0.289652531	0.289290956	0.288927002	0.288927002	0.288927002	0.288927002	0.288563048	0.288201473	0.288201473	0.288201473	0.28783752	0.28783752	0.287475945	0.287111991	0.287111991	0.286748037	0.286386462	0.286022508	0.286022508	0.285660933	0.285660933	0.285660933	0.285660933	0.285296979	0.285296979	0.285296979	0.285296979	0.285296979	0.285296979	0.285296979	0.284933025	0.284933025	0.28457145	0.28457145	0.28457145	0.284207496	0.284207496	0.284207496	0.283845921	0.283845921	0.283481968	0.283481968	0.283481968	0.283120393	0.282756439	0.282756439	0.282756439	0.282392485	0.282392485	0.282392485	0.282392485	0.282392485	0.282392485	0.282392485	0.282392485	0.282392485	0.282392485	0.282392485	0.282392485	0.282392485	0.282392485	0.282392485	0.282392485	0.282392485	0.282392485	0.282392485	0.282392485	0.282392485
0.286022508	0.285660933	0.285660933	0.285660933	0.285660933	0.285296979	0.285296979	0.285296979	0.285296979	0.285296979	0.285296979	0.285296979	0.284933025	0.284933025	0.28457145	0.28457145	0.28457145	0.284207496	0.284207496	0.284207496	0.283845921	0.283845921	0.283481968	0.283481968	0.283481968	0.283120393	0.282756439	0.282756439	0.282756439	0.282392485	0.282392485	0.282392485	0.282392485	0.282392485	0.282392485	0.282392485	0.282392485	0.282392485	0.282392485	0.282392485	0.282392485	0.282392485	0.282392485	0.282392485	0.282392485	0.282392485	0.282392485	0.282392485	0.282392485	0.282392485	0.282392485	0.282392485	0.282392485	0.282392485	0.282392485	0.282392485	0.282392485	0.282392485	0.282392485	0.282392485	0.282392485	0.282392485	0.282392485	0.282392485	0.282392485	0.282392485	0.282392485	0.282392485	0.282392485	0.282392485	0.282392485	0.282392485	0.282392485	0.282392485	0.282392485	0.282392485	0.282392485	0.282392485	0.282392485	0.282392485	0.282392485	0.282392485	0.282392485	0.282392485	0.282392485	0.282392485	0.282392485	0.282392485	0.282392485	0.282392485	0.282392485	0.282392485	0.282392485	0.282392485	0.282392485	0.282392485	0.282392485	0.282392485	0.282392485	0.282392485
